user_id,day,scrolling_time,video_watching_duration,post_story_views,time_spent_daily,daily_logins,posting_frequency,liking_behavior,commenting_activity,sharing_behavior,educational_time_spent,entertainment_time_spent,news_time_spent,inspirational_time_spent,user_profile,churned
U0003,13,1200.0,1307.597338781261,851,3760.2913457092145,2,1,5,2,1,1035.994759432665,237.43219542551665,237.43219542551665,237.43219542551665,engaged,False
U0003,14,1200.0,1287.3904030671658,1449,3688.3264594445086,5,1,12,2,0,216.46402791478334,754.3373021935395,480.0611014214023,216.46402791478334,engaged,False
U0003,15,1200.0,1065.7888915160866,1116,3347.5911183179824,3,5,22,0,0,502.46246807540075,390.0165562650575,252.3806870160051,172.7314069615192,engaged,False
U0003,16,1200.0,922.0547851836171,959,3222.060391061337,4,0,11,5,0,370.24189944091944,198.1041063888639,452.5994528258889,157.11493240566534,engaged,False
U0003,17,1099.490028307984,752.6197280364713,1465,2972.820589153166,0,1,14,6,0,223.6701525997578,180.97555474056466,414.0006577694108,144.17422404343276,engaged,False
U0003,18,1200.0,780.9473357570071,1528,3001.108840287514,1,0,6,1,0,150.77460267060084,354.1935201905052,147.45897150771873,323.6817459186893,engaged,False
U0003,19,966.2354412613785,787.8504913652408,1369,3098.3063155593663,2,0,5,0,2,140.96789928591826,428.16982680879426,144.81284037615856,337.3557490884954,engaged,False
U0003,20,1200.0,1737.18491170187,1274,4225.208208591586,4,0,64,14,0,266.22191059025494,1383.542476820821,266.22191059025494,266.22191059025494,engaged,False
U0003,21,1200.0,1268.8944361599158,1142,3690.1398564046003,3,2,17,0,0,232.82812552265764,332.2550706592827,540.4501303886423,537.6065298340176,engaged,False
U0003,22,1200.0,1356.5880456085004,1649,3833.625924520152,2,0,13,2,0,851.735946286118,232.2030336781386,232.2030336781386,490.48391087775593,engaged,False
U0003,23,1200.0,962.4134326401036,905,3332.0011645873046,4,0,4,0,0,204.78602705778675,258.2795246767136,643.2973842332824,181.63822861952173,engaged,False
U0003,24,1200.0,867.4055743636468,1652,3155.990427482962,4,0,10,1,0,240.4705096327931,581.8755762465952,146.82217080178685,146.82217080178685,engaged,False
U0003,25,1200.0,1024.8203800904207,1145,3402.309422770375,6,0,10,2,0,185.12726307575036,493.8225825309956,185.12726307575036,514.2323140878784,engaged,False
U0003,26,1200.0,929.2889157259555,860,3246.7669157823793,3,0,34,0,0,300.6384558163328,169.80552474664637,327.6152161542386,414.7077190651613,engaged,False
U0003,27,1200.0,1046.9944204054962,839,3392.414937418058,5,0,41,2,0,182.26213597183994,371.8453475666827,642.0453179076956,182.26213597183994,engaged,False
U0003,28,1200.0,1253.1902442590622,1949,3569.337723732804,6,1,7,0,0,251.17959389131985,423.82142346533806,357.3202316034235,526.0164747727226,engaged,False
U0003,29,1200.0,1361.9953380826385,1029,3820.860540026247,1,0,10,0,0,414.96547602754885,250.60818728941925,881.6786894198597,250.60818728941925,engaged,False
U0003,30,0.0,0.0,0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,engaged,True
U0004,1,1200.0,1173.1956343744505,1236,3540.9446767979634,3,0,13,6,0,222.4205626833126,522.1005478669884,267.4732224364523,515.9503438112104,engaged,False
U0004,2,842.5259344197597,790.6908460104121,1005,3058.009020773526,1,2,3,1,0,130.20911926469986,377.34730837643014,375.2434738676965,130.20911926469986,engaged,False
U0004,3,1200.0,968.1279428028715,1714,3246.6245057693172,5,0,8,2,0,171.42374726472679,519.1897568964326,292.3444504457599,233.66655116239792,engaged,False
U0004,4,1200.0,953.7624517983568,972,3281.290692808706,0,0,19,0,1,265.71194166595205,372.119010515763,163.39802936995423,439.0617112570363,engaged,False
U0004,5,1200.0,1727.7236275023965,860,4182.887488167455,3,0,23,0,0,294.5371461410794,362.7543563640659,1029.971670374635,474.6243152876737,engaged,False
U0004,6,1051.659669252783,1013.9021747419894,1105,3252.936558387585,2,0,2,8,0,160.24180880983099,182.85631196144377,223.74298175934408,654.0954558569664,engaged,False
U0004,7,1200.0,1169.5396413104904,943,3528.955376391435,2,0,10,0,0,377.47396153714766,650.2681397607786,197.85080626955965,274.36246882394903,engaged,False
U0004,8,1200.0,1374.5345112735931,1453,3795.328508890658,4,0,10,11,0,396.1927316791398,239.8237891119167,903.4881989876851,239.8237891119167,engaged,False
U0004,9,1200.0,1179.6995437948901,962,3576.4432297340695,5,1,6,0,0,873.955203042571,289.8133944362368,196.83731612763094,196.83731612763094,engaged,False
U0004,10,1200.0,1401.7458998032362,1190,3803.9745851892694,2,0,51,2,2,295.42045203433827,239.32791044060934,832.5357199448096,421.69050276951236,engaged,False
U0004,11,984.7488919324793,688.7865203270841,1096,2953.110439276151,4,0,8,0,0,204.0422280646577,266.6629248448564,319.5155348954855,122.88975147115141,engaged,False
U0004,12,0.0,0.0,0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,engaged,True
U0004,13,0.0,0.0,0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,engaged,True
U0004,14,0.0,0.0,0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,engaged,True
U0004,15,0.0,0.0,0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,engaged,True
U0004,16,0.0,0.0,0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,engaged,True
U0004,17,1200.0,1349.8600849130462,1810,3785.3738008610394,1,0,36,0,3,807.1666947007694,509.6380372761745,217.28453444204774,217.28453444204774,engaged,False
U0004,18,0.0,0.0,0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,engaged,True
U0004,19,0.0,0.0,0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,engaged,True
U0004,20,1200.0,1342.9255099071954,1796,3719.8766007233726,2,0,11,0,0,1013.9624083215415,224.30473080061037,224.30473080061037,224.30473080061037,engaged,False
U0004,21,1114.506784663894,838.5042209639099,1690,3138.0964736211167,2,0,6,1,0,583.3443895602953,219.42736978863596,143.16235713609274,143.16235713609274,engaged,False
U0004,22,1200.0,1408.059958029131,1570,3839.3037871610895,3,0,9,0,0,235.6563359669426,679.4518281251143,654.5392871020899,235.6563359669426,engaged,False
U0004,23,1200.0,1279.5659308986853,1996,3757.5663629848573,4,0,39,6,0,333.79977583701924,448.325417707475,342.9807590332242,613.4604104071386,engaged,False
U0004,24,1200.0,885.7590691792791,1286,3137.002221811209,1,1,11,1,1,536.9260206138755,265.18407294406927,159.3512436234922,147.54088462977177,engaged,False
U0004,25,0.0,0.0,0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,engaged,True
U0004,26,1200.0,775.3421840558548,1619,3023.8298396761743,3,0,24,0,0,198.22825690617,390.4424783167606,232.3310534806871,154.82805097255644,engaged,False
U0004,27,1200.0,1141.3074553995975,1235,3553.3217494038695,5,0,10,0,0,218.37834751117313,290.6496938573238,232.00949862127027,786.2842094141022,engaged,False
U0004,28,1200.0,794.9896369693978,1132,3034.625571371807,3,0,20,1,0,150.64852730335812,608.9831084471118,131.99696781066845,131.99696781066845,engaged,False
U0004,29,1200.0,866.9376132020426,1700,3142.372974548098,0,0,7,7,0,138.32040740653076,409.03867484792266,423.6934848871133,138.32040740653076,engaged,False
U0004,30,998.8869379088454,907.1603342517178,1793,3250.597547961189,8,2,8,0,0,154.0957832748538,741.3101981366275,154.0957832748538,154.0957832748538,engaged,False
U0005,1,1434.19373110279,641.854176407591,1718,2536.679091170048,4,0,4,0,0,97.60964881689412,97.60964881689412,97.60964881689412,488.9598343347799,casual,False
U0005,2,1338.4416513722335,695.5668833221803,969,2910.667818781538,7,1,7,1,0,318.6037231919063,283.8865051495172,137.68773990393095,128.4898505361836,casual,False
U0005,3,735.4040836059525,444.84992511112875,1295,2644.376089291352,3,0,11,0,0,75.26378246743263,90.297994059883,75.26378246743263,369.5505302966037,casual,False
U0005,4,914.7817268899884,466.0887767800419,1034,2649.735531493785,4,0,5,2,0,83.45552169902722,83.45552169902722,336.1129801027465,117.71150799298427,casual,False
U0005,5,1500.0,834.253115446929,1982,3099.5142178307733,4,0,1,0,0,179.76706090729792,180.64891770570114,523.3661376398883,170.73210157788603,casual,False
U0005,6,998.4107522104882,402.64705266023117,826,2552.5701327541497,3,2,4,1,0,147.36996574790885,83.30189115318461,127.03354192624035,162.86473392681575,casual,False
U0005,7,607.708075965678,256.7736941672146,1227,2364.5586196935105,3,0,2,0,0,70.15520330721044,96.75529166532887,46.47493053668427,137.17319418428707,casual,False
U0005,8,1500.0,774.0683834873577,1673,3083.7138434337407,3,0,9,1,1,236.21500958979502,478.2272324908994,200.2798742690778,157.99172708396856,casual,False
U0005,9,1158.232280661625,490.40060521736814,1688,2664.6889254310095,5,0,3,4,0,212.42935074710127,81.33064037811461,81.33064037811461,256.59829392767904,casual,False
U0005,10,0.0,0.0,0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,casual,True
U0005,11,0.0,0.0,0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,casual,True
U0005,12,0.0,0.0,0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,casual,True
U0005,13,0.0,0.0,0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,casual,True
U0005,14,0.0,0.0,0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,casual,True
U0005,15,1500.0,930.9560205211866,1622,3221.3330484170856,3,0,3,0,2,161.42449637376,472.4848575819784,386.9991980875873,161.42449637376,casual,False
U0005,16,921.6863839465241,514.0886895404647,957,2698.1031867484025,3,0,3,0,1,78.7730898821264,339.68844057869836,176.8685664054511,78.7730898821264,casual,False
U0005,17,0.0,0.0,0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,casual,True
U0005,18,0.0,0.0,0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,casual,True
U0005,19,0.0,0.0,0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,casual,True
U0005,20,0.0,0.0,0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,casual,True
U0005,21,0.0,0.0,0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,casual,True
U0005,22,0.0,0.0,0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,casual,True
U0005,23,0.0,0.0,0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,casual,True
U0005,24,0.0,0.0,0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,casual,True
U0005,25,512.4906430520822,271.96733933794644,1264,2357.2767337521586,7,0,1,0,0,38.02507934650411,224.20149571264642,38.02507934650411,38.02507934650411,casual,False
U0005,26,0.0,0.0,0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,casual,True
U0005,27,0.0,0.0,0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,casual,True
U0005,28,594.5171075213232,337.47337608660416,1502,2501.388300526432,5,2,1,3,0,65.97531008025243,65.97531008025243,68.9621361021957,268.47554426373154,casual,False
U0005,29,910.496651843151,441.4344218707996,1829,2620.644105193555,2,0,3,2,0,109.0272680456027,144.92218140046546,87.0007269483044,240.69392879918226,casual,False
U0005,30,0.0,0.0,0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,casual,True
U0006,1,791.4850104173784,324.8765989985922,793,1686.0343927862227,0,1,1,0,0,242.9542480815742,63.38614290728361,53.468012837604434,53.468012837604434,casual,False
U0006,2,961.2427352714778,449.7842791582789,1998,2554.981152425713,1,0,4,2,0,68.71033615420865,68.71033615420865,105.9623669746827,299.5981131426131,casual,False
U0006,3,400.0890007231147,219.64141344944457,1440,2359.424742419863,4,0,2,0,0,65.90630184031168,93.29473627901173,45.82646688928884,109.39723741125052,casual,False
U0006,4,623.276611839456,341.63292404417376,911,2231.938361943101,4,0,1,0,0,79.7055269503274,211.51121532595772,58.94033813620274,61.088229811944764,casual,False
U0006,5,573.7902744660779,275.8861135599456,1007,2436.38016757113,0,0,2,0,0,48.49720720335188,197.53727798532557,101.84847517910109,48.49720720335188,casual,False
U0006,6,1500.0,937.6934194068842,836,3267.3857262520514,2,0,4,0,0,170.51611379324578,626.7266573624231,170.51611379324578,253.62684130313664,casual,False
U0006,7,1042.006582938584,541.6737797481231,1019,2730.691036912356,3,2,4,1,0,93.79913876264972,277.8247878022048,93.79913876264972,221.2679715848522,casual,False
U0006,8,1392.1634995262636,685.8282493997775,949,2886.789764620797,4,1,2,1,0,299.2897165013835,186.6944901903929,125.96778520214025,245.83777272688027,casual,False
U0006,9,0.0,0.0,0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,casual,True
U0006,10,0.0,0.0,0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,casual,True
U0006,11,1378.1827935101494,487.2640527803511,1841,2718.733604054177,4,0,2,1,0,248.8704176739036,143.64049723336933,142.68073602750118,154.5419531194029,casual,False
U0006,12,977.6291835539425,519.1382830004873,954,2728.4052806238547,1,1,4,1,1,145.37434592858494,97.74054184780682,347.5498509996561,97.74054184780682,casual,False
U0006,13,593.0537665630475,301.71523035400264,814,2373.517518936681,1,1,5,2,0,52.45327485939924,114.20822088946097,142.40274832842144,52.45327485939924,casual,False
U0006,14,1500.0,1119.91329659712,1275,3522.336863876944,3,0,13,2,1,202.87168205164693,550.5463431178001,345.75557671548154,385.1632619920152,casual,False
U0006,15,919.638684329601,350.6803595577825,823,2489.963093878838,3,0,2,1,0,65.55207165242086,126.2019575610472,138.26257936962764,149.94648529574243,casual,False
U0006,16,0.0,0.0,0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,casual,True
U0006,17,0.0,0.0,0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,casual,True
U0006,18,0.0,0.0,0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,casual,True
U0006,19,0.0,0.0,0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,casual,True
U0006,20,0.0,0.0,0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,casual,True
U0006,21,0.0,0.0,0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,casual,True
U0006,22,0.0,0.0,0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,casual,True
U0006,23,0.0,0.0,0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,casual,True
U0006,24,0.0,0.0,0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,casual,True
U0006,25,913.0689257749625,536.8322751797041,839,2349.791466406602,4,1,3,3,1,313.7750759462012,83.96743221319556,83.96743221319556,204.34742933780615,casual,False
U0006,26,0.0,0.0,0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,casual,True
U0006,27,0.0,0.0,0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,casual,True
U0006,28,0.0,0.0,0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,casual,True
U0006,29,0.0,0.0,0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,casual,True
U0006,30,0.0,0.0,0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,casual,True
U0007,1,893.3558309016904,354.0862691145362,804,2485.858518565632,2,3,4,0,0,239.6112036633879,62.90674883264663,95.6234789506487,64.71708711894875,casual,False
U0007,2,954.3251466288707,463.6412375118167,1055,2651.0400513119475,2,2,5,0,1,223.82196269603364,81.13659590873382,226.94489679844608,81.13659590873382,casual,False
U0007,3,1500.0,610.1368109052826,1213,2836.3594095948365,2,0,6,1,0,471.5991648947509,102.94095073637403,102.94095073637403,137.87834322733775,casual,False
U0007,4,615.9475043982383,288.77832470997026,1853,2429.310380232455,2,0,3,0,0,55.46538629902801,212.17592690864967,55.46538629902801,64.2036807257493,casual,False
U0007,5,874.205904262024,498.4271906987209,1663,2693.481834886531,4,0,2,1,0,398.3880970500803,90.56434742839726,83.76469520402658,83.76469520402658,casual,False
U0007,6,864.2272328578426,360.29828118013154,1954,2495.8654019301457,2,0,3,3,0,64.891242597782,267.8718183668202,86.21109836776158,64.891242597782,casual,False
U0007,7,939.0697518425611,346.7692177606385,1122,2490.674634360553,2,0,6,2,0,61.78836095310783,88.1040363305175,267.9938761238196,61.78836095310783,casual,False
U0007,8,1500.0,668.8692517454735,977,2910.9253045177434,1,0,13,1,1,110.96729785934319,529.0383299782792,129.9523788207777,110.96729785934319,casual,False
U0007,9,998.6115519700045,614.0551489237015,1535,2857.436738012889,5,1,4,0,0,232.46728148164476,118.05293902845277,118.05293902845277,354.8635784743387,casual,False
U0007,10,819.6353001260094,440.25061832496647,993,2583.5251132158273,2,0,4,1,0,76.48005445398343,184.77191555695882,76.48005445398343,218.79308875090152,casual,False
U0007,11,952.8888909434555,499.2975153665502,1973,2667.46458029816,0,0,1,0,1,264.0390529244325,97.05306976450616,87.28778437080904,186.0846732384123,casual,False
U0007,12,0.0,0.0,0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,casual,True
U0007,13,0.0,0.0,0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,casual,True
U0007,14,0.0,0.0,0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,casual,True
U0007,15,0.0,0.0,0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,casual,True
